ID,Nume_Cantec,Artist,NumarAparitii,Avalable,Plays
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,1,1,77
3lN8PP6R2IxbLP05QpYXng,Born To Be Wild - Single Version,Steppenwolf,1,1,64
0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Jimi Hendrix,1,1,65
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,1,1,69
5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,1,1,67
6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Cream,1,1,58
23MrkN7g6Q5U7GLIxNHN1B,Foxey Lady,Jimi Hendrix,1,1,56
4uGIJG1jYFonGc4LGp5uQL,Somebody to Love,Jefferson Airplane,1,1,71
1RJeiAIwR9pZBgJA8ndZLL,"Paint It, Black - Mono",The Rolling Stones,1,1,52
6L5BZEcZmD6RBJnimzlyKr,Nights In White Satin - Single Version / Mono,The Moody Blues,1,1,62
4c4jJJoaiY21t2TyRZgdWS,Magic Carpet Ride,Steppenwolf,1,1,65
66FSV5dLK5sNLZ00IfHxfD,Bad Moon Rising,Creedence Clearwater Revival,1,1,31
6Um3XCAxl9YfFmAnGl93xc,I Fought the Law - Single Version,The Bobby Fuller Four,1,1,53
52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',Bob Dylan,1,1,63
4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,Jefferson Airplane,1,1,65
2RnPATK99oGOZygnD2GTO6,With A Little Help From My Friends - Remastered 2009,The Beatles,1,1,61
5V3HOUIcQTAdUmzHPcfb6F,A Day In The Life - Remix,The Beatles,1,1,36
3J2RmOkB4VRBv4N66Nor0y,Sgt. Pepper's Lonely Hearts Club Band - Remix,The Beatles,1,1,37
6sMGNw1E4q79DoAFGDCYuD,Good Times Bad Times - Remaster,Led Zeppelin,1,1,39
2G7woUgHMt6QBU7esQ5rsL,Immigrant Song - Remaster,Led Zeppelin,1,1,35
3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,Led Zeppelin,1,1,69
4PRGxHpCpF2yoOHYKQIEwD,Rock and Roll - Remaster,Led Zeppelin,1,1,67
0d0Z9qFbTIgDSZtImluTAy,Houses of the Holy - Remaster,Led Zeppelin,1,1,52
6Vjk8MNXpQpi0F4BefdTyq,Kashmir - Remaster,Led Zeppelin,1,1,66
3Qjm0halGOZZGIS1tNaXlI,Ramble On - Remaster,Led Zeppelin,1,1,43
2kkvB3RNRzwjFdGhaUA0tz,Layla,Derek & The Dominos,1,1,69
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,1,1,73
24YmWQgunJGAU8El3ndkyn,In the Flesh?,Pink Floyd,1,1,54
0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,1,1,68
05uGBKRCuePsf43Hfm0JwX,Brain Damage,Pink Floyd,1,1,63
7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,The Doobie Brothers,1,1,77
4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,1,1,68
4p8QcNkaq2FQj8uGJ7HEDK,Black Water,The Doobie Brothers,1,1,58
5UuikgHTxSRFRnC0zXx10i,Aqualung,Jethro Tull,1,1,57
6MBZyLisOWTChcevgFqwVr,Cross-Eyed Mary,Jethro Tull,1,1,48
6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,The Rolling Stones,1,1,72
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,1,1,66
1Q1b8eVkUPGlpSArl8JAVw,Heart of Gold - 2009 Remaster,Neil Young,1,1,61
6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - 2003 Remaster,T. Rex,1,1,61
0YZ3J8xzGwLOg4yEgST1YK,With A Little Help From My Friends,Joe Cocker,1,1,61
0LrwgdLsFaWh9VXIjBRe8t,Changes - 2015 Remaster,David Bowie,1,1,65
5IyL3XOaRPpTgxVjRIAxXU,Ziggy Stardust - 2012 Remaster,David Bowie,1,1,61
7CQXyFX44CXmnuq8Bi9Dyc,Get Together,The Youngbloods,1,1,52
1d9hUvkv64Wmdu671Dydpc,Ride Captain Ride,Blues Image,1,1,48
29e2364ViTJznXfssTkKrV,Ride Captain Ride,"Blood, Sweat & Tears",1,1,14
3RN7Bw1U61nzMbTvwibb8Q,God Bless the Child,"Blood, Sweat & Tears",1,1,31
0spSRHFS4zF4Imvz9sJcfL,Spinning Wheel,"Blood, Sweat & Tears",1,1,48
76OUhpuAQSQ2orR5TUeeRc,You've Made Me So Very Happy,"Blood, Sweat & Tears",1,1,46
26BpoFfXMCt0iX4daD6U9O,Hi-De-Ho,"Blood, Sweat & Tears",1,1,28
4iCBPbbuKxdUtbZ226x7Ow,Lucretia Mac Evil,"Blood, Sweat & Tears",1,1,19
4EhieZ0s8jzrmr1kLAXIQU,Got To Get You Into My Life,"Blood, Sweat & Tears",1,1,18
52CWqKbNIqdYo2yKAXGUbK,Jane,Jefferson Starship,1,1,10
52nrUTQHMe4uxzjDICaD4H,We Built This City,Starship,1,1,16
3LQPTJEqOfljGBxmpgUnoC,American Woman - 2024 Remaster,The Guess Who,1,1,50
5SZ6zX4rOrEQferfFC2MfP,Walk This Way,Aerosmith,1,1,27
5DnT9a5IM3eMjKgXTWVJvi,Have You Ever Seen The Rain,Creedence Clearwater Revival,1,1,62
2gE95JskwQ1pCACTpGe1Db,Down On The Corner,Creedence Clearwater Revival,1,1,71
36gPq8WG7tDxrblyGVUCiT,Up Around The Bend,Creedence Clearwater Revival,1,1,59
031rVKYjBhsaVM8o1i1vK0,Proud Mary,Creedence Clearwater Revival,1,1,47
6Fu2DQzXvx28qYEPrXDikG,I Heard It Through The Grapevine,Creedence Clearwater Revival,1,1,51
1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,1,1,72
3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle,Steve Miller Band,1,1,61
1ZhrREyOOeFV6TxDOyiPwu,Take The Money And Run,Steve Miller Band,1,1,64
0HOrDVS349XFcpCYsO2hAP,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1,1,68
0lzNXoZINVBLHWNIxKxWOo,Takin' Care Of Business,Bachman-Turner Overdrive,1,1,61
4MYb7NWLwXNDB7bYs3HeX8,Slow Ride - Edit,Foghat,1,1,59
2K2M0TcglCRLLpFOzKeFZA,Sunshine Of Your Love,Cream,1,1,68
7BY005dacJkbO6EPiOh2wb,House Of The Rising Sun,The Animals,1,1,69
7vYA9ET5AUqJt5pBbhKmcB,Don't Let Me Be Misunderstood,The Animals,1,1,60
70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,1,1,21
5cfYurP1XKldMBtvBBJiTs,Ramblin' Man,Allman Brothers Band,1,1,53
6s0NHplywwr1IjnQpUpWJk,Bad To The Bone,George Thorogood & The Destroyers,1,1,67
6EMImSrB2kkbz0ZHtMa7zj,Who Do You Love?,George Thorogood & The Destroyers,1,1,43
7cy1bEJV6FCtDaYpsk8aG6,China Grove,The Doobie Brothers,1,1,60
2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,Joe Walsh,1,1,60
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,1,1,84
0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swift,1,1,73
4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,1,1,82
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,1,1,83
4axSuOg3BqsowKjRpj59RU,Carolina - From The Motion Picture “Where The Crawdads Sing”,Taylor Swift,1,1,61
6VzcQuzTNTMFnJ6rBSaLH9,Fine Line,Harry Styles,1,1,75
4zmKGsrXjLmljb5fTaBTot,Snow On The Beach (feat. More Lana Del Rey),"Taylor Swift, Lana Del Rey",1,1,70
5VYWxXUpxuxEmCqMLDqICo,long story short,Taylor Swift,1,1,62
1zU8j1x3yi9xalMF96pzKp,Dear John (Taylor's Version),Taylor Swift,1,1,66
0AaV4MJrgmLV3XhoiWXjjb,evermore (feat. Bon Iver),"Taylor Swift, Bon Iver",1,1,62
7kt9e9LFSpN1zQtYEl19o1,this is me trying,Taylor Swift,1,1,73
20AC70RUlVz6A6dCcQ5tRS,Re: Stacks,Bon Iver,1,1,66
1XjHRolIXL2M1EEOUsGGR4,cowboy like me,Taylor Swift,1,1,64
1dD1aarWotVIiFo5gGdMc2,Once in a Lifetime,One Direction,1,1,58
0eFQWVz0qIxDOvhLpZ40P7,the lakes - bonus track,Taylor Swift,1,1,64
0sY6ZUTh4yoctD8VIXz339,champagne problems,Taylor Swift,1,1,75
5BK0uqwY9DNfZ630STAEaq,gold rush,Taylor Swift,1,1,65
6KJqZcs9XDgVck7Lg9QOTC,seven,Taylor Swift,1,1,68
3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)","Taylor Swift, HAIM",1,1,63
1IF5UcqRO42D12vYwceOY6,From the Dining Table,Harry Styles,1,1,68
5S4aYQAJOwJMAamANWlICO,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",1,1,66
7LyBwug9tJgbaEzRCqtY78,Put A Little Love On Me,Niall Horan,1,1,64
79YGfoagW5Z75PDvnZK5vl,Two of Us - Acoustic,Louis Tomlinson,1,1,41
5BpmwiKR6ns1EtfCQRpNUc,Flicker,Niall Horan,1,1,60
0L5gFNrzHyh4OhMwEz6DGS,Fool's Gold,One Direction,1,1,66
5UcphALlWd7sBBySclJvAi,Home,One Direction,1,1,60
4u9Y4Z9i9VaAbBK7rW1Rha,Meet Me in the Hallway,Harry Styles,1,1,63
5P2bHCDM2tsgIaYWsZMhu5,my tears ricochet,Taylor Swift,1,1,65
4Zwt0IkpzDOW2u0YfV94TK,Still,Niall Horan,1,1,60
2NmsngXHeC1GQ9wWrzhOMf,illicit affairs,Taylor Swift,1,1,74
4YutJsNwBBInE8vemufpQ8,"Girl Crush - Recorded at Metropolis Studios, London",Harry Styles,1,1,63
7A7RygcHdNH0iJHgwteajF,Only the Brave,Louis Tomlinson,1,1,54
0PurA4JVJ8YQgSVopY8fn6,tolerate it,Taylor Swift,1,1,70
5JiH89mHrv9oWHlD0T326z,To Be So Lonely,Harry Styles,1,1,63
43Ykum9T72UOPhBN31grpN,ivy,Taylor Swift,1,1,63
5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Harry Styles,1,1,71
6znZ9AWrZfbOWZTBC13s2h,Changes,Cam,1,1,39
73YUReisjb3A9ActdLLjJQ,happiness,Taylor Swift,1,1,64
3WIifw9lqdgSZpt9renBAg,Yosemite,Lana Del Rey,1,1,55
3PgxWUQc4HJoQMj5Kp5Mcd,"Lover - Recorded at Air Studios, London","Niall Horan, FLETCHER",1,1,47
0BiqmkasE5FdrChwKfVp8X,Bigger Than The Whole Sky,Taylor Swift,1,1,64
608R6FvRtAqf2dvgKMzebP,I Want to Write You a Song,One Direction,1,1,61
7vBNFh3NIZTj6tB5s1IBjE,marjorie,Taylor Swift,1,1,62
2Xs64pHlU29DTVMjWKyblt,I'm With You,Vance Joy,1,1,49
5CRVwXGikmqzoRO6q7FeAg,If I Could Fly,One Direction,1,1,66
5Qnrgqy1pAm9GyNQOgyVFz,Fourth of July,Sufjan Stevens,1,1,77
3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,Taylor Swift,1,1,74
1n3b9Eekoy3S9ZSZ5DmTW1,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,Taylor Swift,1,1,59
0ZNU020wNYvgW84iljPkPP,mirrorball,Taylor Swift,1,1,72
7F5oktn5YOsR9eR5YsFtqb,New Year’s Day,Taylor Swift,1,1,69
0Jlcvv8IykzHaSmj49uNW8,the 1,Taylor Swift,1,1,73
0SUDiaR0qm30fXVGPjPvRp,Visions of Gideon,Sufjan Stevens,1,1,63
2IOFZdYYkFxEHVz1w34PoL,Cherry,Harry Styles,1,1,67
2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,Taylor Swift,1,1,67
56hioFjQ0DXrdn04hZcFgG,Mastermind,Taylor Swift,1,1,62
3B3eOgLJSqPEA0RfboIQVM,Skinny Love,Bon Iver,1,1,73
7MbT4I8qGntX4fMdqMQgke,peace,Taylor Swift,1,1,64
670fUmXf4KQekzbEgaXyPA,dorothea,Taylor Swift,1,1,60
3pHkh7d0lzM2AldUtz2x37,The Archer,Taylor Swift,1,1,73
4d1CG5ei1E2vGbvmgf5KKv,This Love (Taylor’s Version),Taylor Swift,1,1,64
1C042FLYy7rP3MfnkOcnha,Cherry Wine - Live,Hozier,1,1,67
73qMN9bXy7MSPwwGfH3wQr,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,1,1,64
1SmiQ65iSAbPto6gPFlBYm,It’s Nice To Have A Friend,Taylor Swift,1,1,63
3XVzvpBS7zRBoFYAyiGsIy,Chinese Satellite (Copycat Killer Version),"Phoebe Bridgers, Rob Moose",1,1,38
3zmwONxswBAzGwExPugSLN,Sweet Nothing,Taylor Swift,1,1,59
7qYjSobU0Jaz32lrIe853P,Rosyln,"Bon Iver, St. Vincent",1,1,54
7wo2UNeQBowm28hfAJsEMz,Birch,"Big Red Machine, Taylor Swift",1,1,49
73W5aXorr5vxrySFcoZqIN,Renegade,"Big Red Machine, Taylor Swift",1,1,65
0y6kdSRCVQhSsHSpWvTUm7,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),"Taylor Swift, Gary Lightbody",1,1,66
1ILEK6NRfxoseoPnolRcVA,Holocene,Bon Iver,1,1,46
2zMjyH4hqFkTNjlqZWK3YL,Smoke Signals,Phoebe Bridgers,1,1,53
2LXtyj95dK56ENS1QLt4IB,Beach Baby,Bon Iver,1,1,73
30y5OpD8TPAru2wsyZDD4S,That Funny Feeling,Phoebe Bridgers,1,1,63
1a0PcmEJAOEp4ZT3YtSLkM,Through the Dark,One Direction,1,1,63
12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,Taylor Swift,1,1,71
7gVWKBcfIW93YxNBi3ApIE,"You're On Your Own, Kid",Taylor Swift,1,1,61
5GbVzc6Ex5LYlLJqzRQhuy,Mystery of Love,Sufjan Stevens,1,1,68
7qcXUzPwoxSBFxjTbNrV0B,The Gold - Phoebe Bridgers Version,"Manchester Orchestra, Phoebe Bridgers",1,1,71
7rIhp6EWLNtM8qFIQruJPT,Wash.,Bon Iver,1,1,69
5LJ4ig9cMvjui3li1mrNRl,Punisher,Phoebe Bridgers,1,1,60
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,1,1,85
01K4zKU104LyJ8gMb7227B,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"Taylor Swift, Phoebe Bridgers",1,1,70
7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,Lana Del Rey,1,1,79
3Z2anmIVG8b1GelyeFQdnP,Maine,Noah Kahan,1,1,74
43q586vP8gGkYypKoSddhl,Labyrinth,Taylor Swift,1,1,57
04mAOoQNsXmDJlyupJwmkO,Waiting Room,Phoebe Bridgers,1,1,75
6uvh0In7u1Xn4HgxOfAn8O,Matilda,Harry Styles,1,1,76
7CIKMtUUz31yX6MNX2nGbB,Towers,Bon Iver,1,1,60
1WCjhRs2WBgyeGaybCX2Po,Graceland Too,Phoebe Bridgers,1,1,64
08fa9LFcFBTcilB3iq2e2A,epiphany,Taylor Swift,1,1,62
0FUGzUqkqRktGBvIeM3p2X,Revolution 0,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",1,1,51
2QDyYdZyhlP2fp79KZX8Bi,mad woman,Taylor Swift,1,1,64
4GBkffrtA51p17JH35irGA,‘tis the damn season,Taylor Swift,1,1,56
4uuEGH5SVuzkkSFjo2DEiY,Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,1,1,61
2GDxR0ZGYqDQUElSQxBiNS,Halloween,Phoebe Bridgers,1,1,56
59KOoHFcw5XfICnO57holu,Last Kiss (Taylor's Version),Taylor Swift,1,1,67
3O7p9Itz8PXUoAjD2vmuM6,Beautiful People Beautiful Problems (feat. Stevie Nicks),"Lana Del Rey, Stevie Nicks",1,1,58
5YTJXAM6j8jEQ5vC8Q67GL,Georgia,Phoebe Bridgers,1,1,59
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,1,1,88
0GTuyzPTs2G0wqFD1trSOw,Phone,"MEDUZA, Sam Tompkins, Em Beihold",1,1,57
7wNKtCzafd3om6QKiub1Js,Moment,BUNT.,1,1,50
7LhWNeUUlbdkzmeRY7WoCj,You again,AVAION,1,1,41
2N1teUVGfP3vWKKGq0ZxvH,All I Need,NOTSOBAD,1,1,58
0kqykDxfqfsJRUKsSz3VEC,In The Sky,Jacob Vallen,1,1,39
0YQ0N57Whq3vgF7bqUNDHs,My Bad,"The Chainsmokers, Shenseea",1,1,47
3C86zCJytQ8rhWFrVOUHSq,Magic,"TMPST, Phil Odd, Jordan Grace",1,1,47
13IUmVgfs1faUMO8OqV4zW,Hold On We're Going Home,Dtrch,1,1,17
6m0KmK7nofb7FbLANyoMj8,All in All (New Spirit Mix),OCILIO,1,1,10
62Y7aTOJiDxdOzDTwym6TL,Back Around,"Tiësto, AR/CO",1,1,41
287x3GNRnwnyn6mjkmDHUU,Where Do I Go,"Nicky Romero, Vikkstar, Alpharock, Oaks",1,1,57
0nfIcjXvUkn86EZ4UNlLZH,It's You & I,Doncare,1,1,21
7Ak0EaQ85Cq29y237Uck6W,Way To You,Nico Falla,1,1,22
6jghPafxcUElC16mOirqq0,Rewind,Goodboys,1,1,27
6YVYV7JAp7uju4FIfmTWQw,Hold You,"Loudjack, Runai",1,1,43
2gOwTelUpfrL9wWBWwpBmm,SO INTO YOU,DJ Katch,1,1,28
5LOzlX4KUBi5VZ80iWcAN3,Highs & Lows,Kinchy,1,1,15
7Lqb5crtS7JaNynQ0mszWh,U&ME,"Dezko, CERES",1,1,51
67AWYxgihcItSv75SBJxRy,How Long,"DeejaVu, Medusa",1,1,40
7LKv3rZaSG2YJ1sopzDcJp,Want,Areo,1,1,35
1DUmkIzKce9J8EjlChVm3e,Awareness,Jan,1,1,39
24h0u3MKgB30agtWdMYaUZ,Wicked Love,"THODE, Louis Little",1,1,29
74KXiI2D1FZvfvIGu9674b,Love You Tonight - Radio Edit,"BEAUMARCHAIS, Ibara, Praise Umali",1,1,33
0SxezbjTyUy36kpG3ksqOx,Closer,"s m s n, Sansa",1,1,15
3NkDpwNHtZ5shaI5sdF0gI,Running,MKLA,1,1,47
72WDbMOQHPdqThzRDRrhOS,Taste My Skin,THODE,2,1,28
0KbPVrD5K0xg49FVS6yyt5,My Story - RGAZZI VIP Mix,TRIP RGAZZI,1,1,21
1ADFFBf4Bwq0xZduQ7SRc3,only you,"Pablo Leo, nunsi",1,1,37
1XChGTyQMp03QmuZuEEjyy,Weightless,"Lumero, Alias One, Soundgirl",1,1,26
3717ZQ4PcLyDoTcyd0eDTP,Made Me Strong,Shoumeck,1,1,31
07f6fdQ4uRTk8hS3jUtVvW,I Don't Need Your Love,"Stan Kayh, Krees Waves",1,1,27
40DZ4gsHR7Z4gEZQkv8Pr9,Higher Power,TMPST,1,1,20
7IEnrE16kgCG3ztMMcTQtq,BLUE,Nico Falla,1,1,26
1Ap5F6f7N8rLvR7EC9Bwzm,Free So Free,OCILIO,1,1,26
2p9vOKYFBK6iHSTMpSAGBp,Chase The Sun,DE SOFFER,2,1,42
0qzRIQqFitzv0FZJupaeFV,Back to Life,"nineveh., Kevin Kairouz",1,1,37
3jcFyso8S0QnMKGdEd0adX,Dark Lights,Luis Maro,1,1,17
40bf9nZHY83xp3jd4JlrOc,Can't Let Go,TMPST,1,1,19
7gWpdnhHM4AvKjOJVeerBF,Carry On,"Zepplar, Ben Phillips",1,1,20
1JiD5fPfYtNabPvvJJBzjI,Silence,Alande,1,1,37
3YL13hNz8ssxUsPHG7GgUP,If I Have To,"Ajna (BE), Mosoo, Samm (BE), Morane",1,1,39
3ycbi2hHsU9qTFSwK6eyCS,Dirty Drone,Antonio Villacian,1,1,17
3C9MMyzQJ5BBGZ5b38wmF5,Runaway,what's electric,1,1,15
48bHpghQXdNtObS2xrZ4A3,Never Let Me Go,Nik Alevizos,1,1,10
5aWvvPT2n1uPNQ5mWy6MxI,Higher Ground,"DASIC, MiSolEy",1,1,12
0OTyXvJBGCzBbuvI0vZItu,Phone,"Stanhead, Elisa",1,1,30
20rEbazdnpziaikbxaHSsT,Horizon,Zulhou,1,1,23
2Dn93aYmRofF3ps0bv56Fx,Energy,"Sasson (FR), Drea",1,1,34
63MQ2xbknPiLzGHLMEFt3Z,sleeping satellite,"Matrē, Seeb",1,1,26
1coTbGQMApM27niuhlqyr7,Quicksand,"BLVCK CROWZ, EMYLY",1,1,33
5w6NzsoExb9pPhoEN9aWRc,Further Away,"Goodboys, Benny Benassi",1,1,33
6kHNwwZvxI6ZJp05FFLFBP,Mon Chéri,"FORTELLA, anaïs",1,1,33
6gDqFw3LrZTwHEHL4N0y29,What You Like,"DeejaVu, Raphael DeLove",1,1,41
66SBGJljItLlEt7p8FFQH8,upside down,it's ung,1,1,13
4pD6Ck8J4gRGr4sBgfgApz,Little Talks,"Kid On The Block, Luna Belle",1,1,44
1JjzqXdfKhewu1Co22K1aZ,Right Now,SK Austen,1,1,17
37pXDRVwUbYnzLJWzmvA3S,September Sky,"Whitepumpkin, Moo Malika",1,1,20
2KYp9IpK1HURPiKflNwz2i,Care 4 U,BKAYE,1,1,47
7ar5VLrVTyXPmJpyfzzAa6,Yesterday,Tiësto,1,1,41
3jr1TAfJgqnxcTqPfMKkFR,Driftin',"C/Z, Aurelios, Crunkz",1,1,19
12hypREWe3wQFb6xgAbwtT,Time To Go,Max Styler,1,1,50
75YcS2AAxSDjKbfye1hhnw,Believe,NOTSOBAD,1,1,43
6Hhoz2lLQh9IqiYQOEeTyQ,Late Nights,"ItsArius, Lynnic, Kezano",1,1,60
0i6Afe1fh6OxpGgDOjP7Cz,You Want My Love,"Iaco, TEN TIMES, Bjerke",1,1,48
5gjy6P4qj2e6aHjpuyxQx1,Without You,"Dori, G.B",1,1,19
2NUJD5wOSJqcrZQ5HO7Dag,Clocks,"RAZZ, blackbird",1,1,37
2i3EjECKn9JJsyJV1J8ae6,In The Air Tonight,"Giorgio Gee, NALYRO",1,1,18
78pCG1pmoI8zmrd9S9f3bH,Where Did We Go Wrong,"Lucas Estrada, Crunkz",1,1,32
57UxqRwusKmodQMMuuIjDR,The Way I Want It,"Mosaic Club, SUKI",1,1,15
1irqvu5k6xI0Y4lQ569H10,Poisoned,"ROWKA, AZVRE, Nick Giardino",1,1,13
37107dPB28NderX4Tpbirg,Side By Side (with MKLA),"Syn Cole, MKLA",1,1,36
6ffAjqj8GGhvCx9flPcARn,Take Me Home,"VAVO, Clara Mae",1,1,32
